"VIEWNAME","ITM_NAME","CDL_NAME","CODE","DECODE","update_stamp"
"LONI_PENEURO","MSRLRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","MSRLRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRLRSP","PLANTAR","0","Flexor","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRLRSP","PLANTAR","1","Extensor","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRLRSP","PLANTAR","2","Indeterminate","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRLRSP","PLANTAR","3","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRLRSP","PLANTAR","4","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRRRSP","PLANTAR","0","Flexor","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRRRSP","PLANTAR","1","Extensor","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRRRSP","PLANTAR","2","Indeterminate","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRRRSP","PLANTAR","3","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","PLRRRSP","PLANTAR","4","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLARSP","REFLEX","0","Absent","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLARSP","REFLEX","1","Hypoactive","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLARSP","REFLEX","2","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLARSP","REFLEX","3","Hyperactive, no clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLARSP","REFLEX","4","Hyperactive, clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLARSP","REFLEX","5","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLARSP","REFLEX","6","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLLRSP","REFLEX","0","Absent","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLLRSP","REFLEX","1","Hypoactive","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLLRSP","REFLEX","2","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLLRSP","REFLEX","3","Hyperactive, no clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLLRSP","REFLEX","4","Hyperactive, clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLLRSP","REFLEX","5","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLLLRSP","REFLEX","6","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRARSP","REFLEX","0","Absent","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRARSP","REFLEX","1","Hypoactive","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRARSP","REFLEX","2","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRARSP","REFLEX","3","Hyperactive, no clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRARSP","REFLEX","4","Hyperactive, clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRARSP","REFLEX","5","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRARSP","REFLEX","6","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRLRSP","REFLEX","0","Absent","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRLRSP","REFLEX","1","Hypoactive","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRLRSP","REFLEX","2","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRLRSP","REFLEX","3","Hyperactive, no clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRLRSP","REFLEX","4","Hyperactive, clonus","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRLRSP","REFLEX","5","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","RFLRLRSP","REFLEX","6","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLARSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLARSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLARSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLARSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLLRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLLRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLLRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENLLRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRARSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRARSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRARSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRARSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRLRSP","ABNORM","0","Normal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRLRSP","ABNORM","1","Abnormal","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRLRSP","ABNORM","2","Not tested","2013-07-09 11:28:44.0"
"LONI_PENEURO","SENRLRSP","ABNORM","3","Unable to test","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","01","Idiopathic PD","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","02","Alzheimer's disease","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","03","Chromosome-17 frontotemporal dementia","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","04","Corticobasal degeneration","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","05","Dementia with Lewy bodies","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","06","Dopa-responsive dystonia","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","07","Essential tremor","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","08","Hemiparkinson/hemiatrophy syndrome","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","09","Juv. autosomal recessive parkinsonism","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","10","Motor neuron disease with parkinsonism","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","11","Multiple system atrophy","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","12","Neuroleptic-induced parkinsonism","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","13","Normal pressure hydrocephalus","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","14","Progressive supranuclear palsy","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","15","Psychogenic illness","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","16","Vascular parkinsonism","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","17","No PD nor other neurological disorder","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","18","Spinocerebellar Ataxia (SCA)","2013-07-09 11:28:44.0"
"LONI_PRIMDXPD","PRIMDIAG","PRIMDIAG","97","Other neurological disorder(s) (specify)","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","BRNINFM","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","BRNINFM","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","CNSOTH","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","CNSOTH","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DEPRS","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DEPRS","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMAGRAC","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMAGRAC","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMFIGHT","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMFIGHT","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMNOCTB","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMNOCTB","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMOBJFL","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMOBJFL","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMREMEM","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMREMEM","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMUMV","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMUMV","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMVERBL","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMVERBL","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMVIVID","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","DRMVIVID","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","EPILEPSY","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","EPILEPSY","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","HETRA","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","HETRA","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","MVAWAKEN","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","MVAWAKEN","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","NARCLPSY","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","NARCLPSY","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","PARKISM","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","PARKISM","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","PTCGBOTH","PTCGBOTH","1","Patient","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","PTCGBOTH","PTCGBOTH","2","Caregiver","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","PTCGBOTH","PTCGBOTH","3","Patient and Caregiver","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","RLS","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","RLS","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","SLPDSTRB","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","SLPDSTRB","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","SLPINJUR","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","SLPINJUR","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","SLPLMBMV","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","SLPLMBMV","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","STROKE","YN","0","No","2013-07-09 11:28:44.0"
"LONI_REMSLEEP","STROKE","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","APPRDX","APPRDX","1","Parkinson's disease","2013-07-09 11:28:44.0"
"LONI_SCREEN","APPRDX","APPRDX","2","Healthy Control","2013-07-09 11:28:44.0"
"LONI_SCREEN","GENDER","GENDCHP","0","Female of child bearing potential","2013-07-09 11:28:44.0"
"LONI_SCREEN","GENDER","GENDCHP","1","Female of non-child bearing potential","2013-07-09 11:28:44.0"
"LONI_SCREEN","GENDER","GENDCHP","2","Male","2013-07-09 11:28:44.0"
"LONI_SCREEN","HISPLAT","YNUNOTRP","0","No","2013-07-09 11:28:44.0"
"LONI_SCREEN","HISPLAT","YNUNOTRP","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","HISPLAT","YNUNOTRP","2","Unknown or not reported","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAASIAN","YNUNOTRP","0","No","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAASIAN","YNUNOTRP","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAASIAN","YNUNOTRP","2","Unknown or not reported","2013-07-09 11:28:44.0"
"LONI_SCREEN","RABLACK","YNUNOTRP","0","No","2013-07-09 11:28:44.0"
"LONI_SCREEN","RABLACK","YNUNOTRP","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","RABLACK","YNUNOTRP","2","Unknown or not reported","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAHAWOPI","YNUNOTRP","0","No","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAHAWOPI","YNUNOTRP","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAHAWOPI","YNUNOTRP","2","Unknown or not reported","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAINDALS","YNUNOTRP","0","No","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAINDALS","YNUNOTRP","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAINDALS","YNUNOTRP","2","Unknown or not reported","2013-07-09 11:28:44.0"
"LONI_SCREEN","RANOS","YNUNOTRP","0","No","2013-07-09 11:28:44.0"
"LONI_SCREEN","RANOS","YNUNOTRP","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","RANOS","YNUNOTRP","2","Unknown or not reported","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAWHITE","YNUNOTRP","0","No","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAWHITE","YNUNOTRP","1","Yes","2013-07-09 11:28:44.0"
"LONI_SCREEN","RAWHITE","YNUNOTRP","2","Unknown or not reported","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","01","Site Personnel","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","02","PCP","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","04","Family or Friend","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","10","Newspaper/Magazine Article","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","11","Newspaper/Magazine Ad","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","14","Radio/TV Ad","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","15","Radio/TV Story","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","16","Online News/Blog/Other","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","17","Out of Home Ad","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","18","Event","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","30","Advocacy Organization","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","31","Support Group","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","50","Study Website","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","53","Site Website","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","54","Study Web Ad","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","58","Clinicaltrials.gov","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","59","PDtrials.org","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","60","Specialist","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","71","MJFF Communication","2013-07-09 11:28:44.0"
"LONI_SCREEN","REFERRAL","REFERRAL","72","Another PD Subject","2013-07-09 11:28:44.0"
"ALL","EVENT_ID","EVENT_ID","U02","Unexpected Event - U02","2014-03-30 00:30:19.0"
"LONI_SCREEN","REFERRAL","REFERRAL","99","Other (specify in comments)","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","01","Confidentiality issues","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","03","Protocol too restrictive","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","04","Protocol too time intensive","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","05","Travel requirements","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","06","Family advised declining","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","07","Physician advised declining","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","08","Enrolled in other study","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","09","Not interested","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","11","Risks of Protocol","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","12","Did not agree to lumbar puncture","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNDEC","RSNDEC","99","Other (specify in comments)","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","01","Exclusionary medication","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","02","Other medical, psychiatric, or surgical","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","03","Disease too advanced","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","04","DX uncertain","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","06","Did not meet other inclusion criteria","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","08","Enrolled in other study","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","12","Abnormal Safety Labs","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","13","SPECT Scan","2013-07-09 11:28:44.0"
"LONI_SCREEN","RSNEXC","RSNEXC","99","Other (specify in comments)","2013-07-09 11:28:44.0"
"LONI_SOCIOECO","HANDED","HANDED","1","Right","2013-07-09 11:28:44.0"
"LONI_SOCIOECO","HANDED","HANDED","2","Left","2013-07-09 11:28:44.0"
"LONI_SOCIOECO","HANDED","HANDED","3","Mixed","2013-07-09 11:28:44.0"
"LONI_UID","OBTNUID","YN","0","No","2013-07-09 11:28:44.0"
"LONI_UID","OBTNUID","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_VISSTAT","ASSESCMP","YN","0","No","2013-07-09 11:28:44.0"
"LONI_VISSTAT","ASSESCMP","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_VISSTAT","ASSESTYP","ASSESTYP","1","In person","2013-07-09 11:28:44.0"
"LONI_VISSTAT","ASSESTYP","ASSESTYP","2","By phone","2013-07-09 11:28:44.0"
"LONI_VISSTAT","LGAE2","LGEVENT","1","Updated log at this visit","2013-07-09 11:28:44.0"
"LONI_VISSTAT","LGAE2","LGEVENT","2","No data updates, log not blank","2013-07-09 11:28:44.0"
"LONI_VISSTAT","LGAE2","LGEVENT","3","No events reported, log is blank","2013-07-09 11:28:44.0"
"LONI_VISSTAT","LGCMED2","LGCMED","1","Updated log at this visit","2013-07-09 11:28:44.0"
"LONI_VISSTAT","LGCMED2","LGCMED","2","No data updates, log not blank","2013-07-09 11:28:44.0"
"LONI_VISSTAT","LGCMED2","LGCMED","3","No con meds reported, log is blank","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISCMPLT","YN","0","No","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISCMPLT","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","1","Scheduling issue with the subject","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","10","Other (specify)","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","2","Scheduling issue with the staff.","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","3","Family / Social issues with the subject.","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","4","Subject did not return phone calls","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","5","Travel Distance","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","6","Medical Problems","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","7","Military Duty","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","8","Financial Issues","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VISMSRSN","VISMSRSN","9","Lost to Follow up","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYCOCO","YN","0","No","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYCOCO","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYCOOR","YN","0","No","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYCOOR","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYINV","YN","0","No","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYINV","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYSUBI","YN","0","No","2013-07-09 11:28:44.0"
"LONI_VISSTAT","VSBYSUBI","YN","1","Yes","2013-07-09 11:28:44.0"
"LONI_VITAL","BPARM","BPARM","1","right arm","2013-07-09 11:28:44.0"
"LONI_VITAL","BPARM","BPARM","2","left arm","2013-07-09 11:28:44.0"
"LONI_AEFU","AERES","YN","0","No","2013-08-25 00:30:18.0"
"LONI_AEFU","AERES","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_AEFU","AESTBLCH","AESTBLCH","0","No","2013-08-25 00:30:18.0"
"LONI_AEFU","AESTBLCH","AESTBLCH","1","Yes","2013-08-25 00:30:18.0"
"LONI_AEFU","AESTBLCH","AESTBLCH","N","Resolved","2013-08-25 00:30:18.0"
"LONI_AEFU","FOLLOWBY","FOLLOWBY","1","Investigator","2013-08-25 00:30:18.0"
"LONI_AEFU","FOLLOWBY","FOLLOWBY","2","Other specialist","2013-08-25 00:30:18.0"
"LONI_AEFU","FOLLOWBY","FOLLOWBY","3","Primary Care Physician","2013-08-25 00:30:18.0"
"LONI_AEFU","STOPEST","DATEEST","ACT","Actual date","2013-08-25 00:30:18.0"
"LONI_AEFU","STOPEST","DATEEST","DAY","Day estimated","2013-08-25 00:30:18.0"
"LONI_AEFU","STOPEST","DATEEST","MD","Month and Day estimated","2013-08-25 00:30:18.0"
"LONI_AEFU","STOPEST","DATEEST","MON","Month estimated","2013-08-25 00:30:18.0"
"LONI_FASSTAT","FASTSTAT","FASTSTAT","1","Fasted (minimum of 8 hours)","2013-08-25 00:30:18.0"
"LONI_FASSTAT","FASTSTAT","FASTSTAT","2","Low Fat Diet","2013-08-25 00:30:18.0"
"LONI_FASSTAT","FASTSTAT","FASTSTAT","3","Not Fasted, No Low Fat Diet","2013-08-25 00:30:18.0"
"LONI_INEX","INEX10A","YN","0","No","2013-08-25 00:30:18.0"
"LONI_INEX","INEX10A","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_INEX","INEX36","YN","0","No","2013-08-25 00:30:18.0"
"LONI_INEX","INEX36","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_INEX","INEX3A","YN","0","No","2013-08-25 00:30:18.0"
"LONI_INEX","INEX3A","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_INEX","INEX4A","YN","0","No","2013-08-25 00:30:18.0"
"LONI_INEX","INEX4A","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_INEX","INEX5A","YN","0","No","2013-08-25 00:30:18.0"
"LONI_INEX","INEX5A","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_INEX","INEX6A","YN","0","No","2013-08-25 00:30:18.0"
"LONI_INEX","INEX6A","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_LAB","PELLTSTE","YN","0","No","2013-08-25 00:30:18.0"
"LONI_LAB","PELLTSTE","YN","1","Yes","2013-08-25 00:30:18.0"
"LONI_INEX","INEX30A","YN","0","No","2014-01-26 00:30:17.0"
"LONI_INEX","INEX30A","YN","1","Yes","2014-01-26 00:30:17.0"
"LONI_LUMBAR","ULTSND","YN","0","No","2014-01-26 00:30:17.0"
"LONI_LUMBAR","ULTSND","YN","1","Yes","2014-01-26 00:30:17.0"
"LONI_SCREEN","REFERRAL","REFERRAL","74","Fox Trial Finder, site initiated","2014-03-02 00:30:20.0"
"LONI_SCREEN","REFERRAL","REFERRAL","75","Fox Trial Finder, subject initiated","2014-03-02 00:30:20.0"
"LONI_SMOKALC","ALCCURR","YN","0","No","2014-10-12 00:30:17.0"
"LONI_SMOKALC","ALCCURR","YN","1","Yes","2014-10-12 00:30:17.0"
"LONI_SMOKALC","ALCLFREG","YN_NUM","0","No","2014-10-12 00:30:17.0"
"LONI_SMOKALC","ALCLFREG","YN_NUM","1","Yes","2014-10-12 00:30:17.0"
"LONI_SMOKALC","CIGCURR","YN","0","No","2014-10-12 00:30:17.0"
"LONI_SMOKALC","CIGCURR","YN","1","Yes","2014-10-12 00:30:17.0"
"LONI_SMOKALC","CIGLF100","YN_NUM","0","No","2014-10-12 00:30:17.0"
"LONI_SMOKALC","CIGLF100","YN_NUM","1","Yes","2014-10-12 00:30:17.0"
"LONI_SUSAMP","SALIVA","LAB","0","Not collected","2014-10-12 00:30:17.0"
"LONI_SUSAMP","SALIVA","LAB","1","Collected","2014-10-12 00:30:17.0"
"LONI_SUSAMP","UT1","LAB","0","Not collected","2014-10-12 00:30:17.0"
"LONI_SUSAMP","UT1","LAB","1","Collected","2014-10-12 00:30:17.0"
"LONI_GUID","OBTNUID","YN","0","No","2015-05-17 00:30:20.0"
"LONI_GUID","OBTNUID","YN","1","Yes","2015-05-17 00:30:20.0"
